,item_name,id,cuisine,type,sub_type
112,chicken noodles,6651,1,1,0
229,egg triple schezwan fried rice,9176,1,1,0
834,chicken schezwan lollipop,6018,1,1,0
837,chicken lollypop,14139,1,1,0
869,pudina tandoori momos (non-veg),4689,1,1,0
1270,chicken combination schezwan,18195,1,1,0
1288,shanghai chicken noodles,6787,1,1,0
1373,fried egg fried rice,6667,1,1,0
1861,schezwan chicken noodles,5016,1,1,0
2020,egg hakka noodles,9174,1,1,0
2057,chilli garlic chicken noodles,4104,1,1,0
2090,hakka noodles chicken,11774,1,1,0
2143,butter chicken/egg fried rice/drink 200 ml,5825,1,1,0
2261,chicken steamed momo (4 pieces),9167,1,1,0
2312,chicken triple schezwan fried rice,28635,1,1,0
2396,hakka noodles - chicken half,13307,1,1,0
2665,egg fried rice,12097,1,1,0
2948,schezwan chicken (dry),25957,1,1,0
2974,phad thai noodles prawns,23402,1,1,0
2982,burnt chilli egg fried rice,4515,1,1,0
2998,fish manchurian,6349,1,1,0
3195,chicken schezwan shawarma,28014,1,1,0
3200,chicken shanghai noodles,9616,1,1,0
3252,chicken lollipop,6263,1,1,0
3330,steamed - chicken & prawn momo,10735,1,1,0
3352,malaysian chicken noodles,10594,1,1,0
3396,chicken schezwan rice,5066,1,1,0
3700,chicken chilly and chicken fried rice or noodles,9565,1,1,0
3760,chicken manchurian noodles,18448,1,1,0
3810,singapore style fried rice non veg,6038,1,1,0
3834,egg chilli garlic noodles,6225,1,1,0
3947,chicken hakka noodles,4415,1,1,0
4080,chicken garlic noodles,17885,1,1,0
4531,egg schezwan noodles,22774,1,1,0
4697,chicken momo 5 pcs,9232,1,1,0
4741,schezwan fish,10705,1,1,0
4837,schezwan rice egg,5890,1,1,0
4987,chicken lollipop,5873,1,1,0
5024,chicken lollipop,4371,1,1,0
5109,chicken schezwan chilly,9610,1,1,0
5240,egg noodles,3500,1,1,0
6013,chicken cheesey schezwan maggi,9284,1,1,0
6186,chicken fried momos,9575,1,1,0
6254,chicken hong kong noodle,9585,1,1,0
6404,chicken pan fried momos n,28637,1,1,0
6740,schezwan gravy momos (non-veg),4896,1,1,0
6808,fish fried rice,10875,1,1,0
7146,chicken schezwan,10469,1,1,0
7252,egg mushrom noodles,25896,1,1,0
7278,malaysian chicken fried rice,10593,1,1,0
7454,chicken schezwan with cheese maggi,3732,1,1,0
7729,egg fried rice,16518,1,1,0
7753,chicken mushroom noodles,18109,1,1,0
7892,chicken kukure momo,12441,1,1,0
8003,chicken fried momos,5289,1,1,0
8005,triple schezwan prawns fried  rice,9208,1,1,0
8562,burnt chilli prawns fried rice,9158,1,1,0
8662,schezwan mixed non veg fried rice,10710,1,1,0
8703,chilly gravy momos (non-veg),6110,1,1,0
8704,chicken mew green noodles,10460,1,1,0
8818,egg manchurian rice,23480,1,1,0
8876,chicken fried rice n,28923,1,1,0
8904,chicken momo,9166,1,1,0
8944,egg garlic noodles,22844,1,1,0
8999,mixed non veg noodles,6595,1,1,0
9006,pan tossed chicken and prawn momos,6813,1,1,0
9019,schezwan mixed non veg noodles,10711,1,1,0
9034,fried rice-prawns,15235,1,1,0
9105,schezwan tandoori chicken,24931,1,1,0
9300,egg hakka noodles,9668,1,1,0
9576,egg burnt garlic fried rice,9172,1,1,0
9618,3 pcs chicken lollipop/egg fried rice/schezwan sauce/drink 200 ml,5982,1,1,0
9639,egg fried rice,4311,1,1,0
9688,egg singaporean noodles,9175,1,1,0
9737,korean chicken fried rice,10585,1,1,0
9865,chicken lemon garlic noodle,9589,1,1,0
9920,steamed - chicken momo,10736,1,1,0
9962,tandoori chicken momos,4659,1,1,0
10019,chicken schezwan/egg singapore rice/drink 200 ml,5759,1,1,0
10055,fish noodles,10541,1,1,0
10189,burnt garlic fried rice egg,9281,1,1,0
10344,chicken fried rice,16072,1,1,0
10464,chicken lollypop (6 pieces),12134,1,1,0
10514,chicken schezwan chilly and chicken fried rice or noodles,9611,1,1,0
10598,chicken steamed momos n,28564,1,1,0
10766,schezwan fish fried rice,10706,1,1,0
10989,chicken hakka noodle,9583,1,1,0
11371,fried rice - chicken half,13661,1,1,0
11419,burnt garlic fried rice egg,11370,1,1,0
11541,chicken singapore noodles,22772,1,1,0
11913,chicken hakka noodles,4893,1,1,0
12194,egg hakka noodles,22476,1,1,0
12571,chicken fiery hot pan fried noodles,3639,1,1,0
12582,butter chicken masala/egg fried rice/200ml coldrik,4453,1,1,0
12611,prawns fried rice,9192,1,1,0
12808,fried momos (non-veg),5105,1,1,0
12934,chicken manchurian gravy.,9593,1,1,0
12958,butter gravy momos (non-veg),9544,1,1,0
13239,burnt garlic fried rice non veg,5997,1,1,0
13404,chicken lollypop [10 pieces],16182,1,1,0
13568,chicken steam momos,9620,1,1,0
13580,teriyaki chicken noodles,10750,1,1,0
13607,pan fried noodle chicken oystr,26643,1,1,0
13668,teriyaki chicken noodles,11117,1,1,0
13698,chicken steamed momos,3707,1,1,0
13830,chicken chilly garlic noodle,9566,1,1,0
14060,chicken manchurian,9164,1,1,0
14177,fried rice-chicken,11772,1,1,0
14297,tandoori schezwan momos non veg,9874,1,1,0
14447,chicken pan fried noodles,6575,1,1,0
14561,schezwan fish,21582,1,1,0
14681,fish fried rice,10531,1,1,0
14686,schezwan chicken,16073,1,1,0
14863,chicken butter tossed noodles in soy sauce and wine,21604,1,1,0
15121,fried rice-prawns half,25940,1,1,0
15301,chicken schezwan gravy,6289,1,1,0
15358,chicken schezwan dry,4953,1,1,0
15613,teriyaki chicken fried rice,6283,1,1,0
16004,fiery hot pan fried noodles (egg),9307,1,1,0
16068,chicken manchurian boneless,12060,1,1,0
16091,chicken fried rice,6459,1,1,0
16140,family biryani - chicken lollypop,10511,1,1,0
16465,chicken lollypop,4693,1,1,0
16662,egg manchurian noodles,25517,1,1,0
16743,steam momo (non-veg),4885,1,1,0
17040,chicken tandoori malai momos n,28772,1,1,0
17111,fried chicken momos,6358,1,1,0
17269,chicken singapore noodle,9617,1,1,0
17362,burnt garlic fried rice chicken,11391,1,1,0
17384,egg triple schezwan noodles,21690,1,1,0
17408,egg combination rice &amp; noodles,4295,1,1,0
17470,triple schezwan chicken fried rice,4315,1,1,0
17553,egg schezwan with cheese maggi noodles,9302,1,1,0
17643,chicken chilly gravy/egg fried rice/drink 200 ml,5760,1,1,0
17929,schezwan rice non veg,5952,1,1,0
17947,egg fried rice,13943,1,1,0
17981,steamed chicken and prawn momos,6814,1,1,0
17984,schezwan chicken fried rice,4867,1,1,0
18169,pan tossed - chicken & prawn momo,10647,1,1,0
18573,chicken malai tandoori momos n,28565,1,1,0
18719,chicken lollipop n,28566,1,1,0
19193,chicken hong kong noodles,5855,1,1,0
19205,chicken pan fried noodle,9600,1,1,0
19235,egg noodles,6564,1,1,0
19385,chicken tandoori lollypop,4711,1,1,0
19442,chicken oyster noodles,16133,1,1,0
19614,chicken mongolian noodle,9596,1,1,0
19787,chicken schezwan noodles,16175,1,1,0
19788,chicken fried rice,3915,1,1,0
19885,red light chicken lollypop,15336,1,1,0
19888,chicken chilly garlic noodles,9567,1,1,0
19951,chicken momo 8 pcs,9233,1,1,0
19994,pan tossed - chicken momo,10648,1,1,0
20089,egg fried rice,6384,1,1,0
20164,egg fried rice,8983,1,1,0
20395,chicken fried rice,4889,1,1,0
20408,triple schezwan rice egg,5781,1,1,0
20498,burnt garlic noodles chicken,19486,1,1,0
20500,chicken lollipop,15912,1,1,0
20501,thai mint chicken fried rice,10752,1,1,0
20539,chicken szechuan noodle,9624,1,1,0
20555,pan tossed chicken momos,10651,1,1,0
20664,tandoori schezwan momos (non-veg),4963,1,1,0
20665,butter chicken/egg fried rice/ drink 200 ml,5779,1,1,0
20894,chicken shanghai noodle,9615,1,1,0
20915,shanghai chicken fried rice,6786,1,1,0
20937,schezwan chicken fried rice,10701,1,1,0
21009,chicken goreng noodles,10449,1,1,0
21124,schezwan with cheese maggi noodles chicken,9340,1,1,0
21225,chicken ginger garlic fried rice,4674,1,1,0
21248,schezwan prawns fried rice,9200,1,1,0
21338,egg fiery hot pan fried noodles,4270,1,1,0
21446,egg schezwan rice,16158,1,1,0
21463,chicken schezwan rice,15905,1,1,0
21506,fried - chicken & prawn momo,10547,1,1,0
21535,chicken manchurian,6490,1,1,0
21554,combination rice - chicken noodles (boiled - fried) and rice - 229,5523,1,1,0
21966,chicken fried rice,6264,1,1,0
22075,malaysian egg noodles,4621,1,1,0
22174,schezwan with cheese (egg),9339,1,1,0
22228,burnt chilli chicken noodles,23428,1,1,0
22235,singaporean chicken noodles,9201,1,1,0
22288,malai tandoori momos (non-veg),4688,1,1,0
22339,chicken schezwan,10947,1,1,0
22381,tandoori momos (non-veg),4811,1,1,0
22503,egg cheesey schezwan maggi,5396,1,1,0
22515,egg  noodles,10498,1,1,0
22554,burnt chilli chicken fried rice,4790,1,1,0
22646,prawns gravy in schezwan sauce,15660,1,1,0
22658,egg burnt garlic noodles,9173,1,1,0
22709,chicken triple schezwan rice,15814,1,1,0
22801,chicken schezwan noodles,9612,1,1,0
23086,schezwan with cheese (non veg),9338,1,1,0
23145,burnt garlic chicken noodles,4972,1,1,0
23283,fish noodles,17163,1,1,0
23304,singapore style fried rice egg,18245,1,1,0
23321,fish manchurian,11067,1,1,0
23343,egg fried rice,4888,1,1,0
23385,chicken manchurian,5776,1,1,0
23441,chicken chilli momos,5250,1,1,0
23446,egg triple schezwan rice,16643,1,1,0
23709,chicken triple schezwan noodles,21649,1,1,0
23945,egg combination schezwan,22841,1,1,0
24064,chicken manchurian and chicken fried rice or noodles,9592,1,1,0
24140,mixed non veg fried rice,6513,1,1,0
24440,chicken noodles stir-fry in hoisin sauce,21684,1,1,0
24474,chicken hong kong noodles,21535,1,1,0
24500,schezwan egg fried rice,9198,1,1,0
24524,phad thai noodles chicken,11773,1,1,0
24545,singapore style fried rice chicken,12027,1,1,0
24583,schezwan with cheese maggi noodles egg,9341,1,1,0
24612,fiery hot pan fried noodles (non veg),9306,1,1,0
24628,triple schezwan rice chicken,11931,1,1,0
24667,thai mint chicken noodles,10753,1,1,0
24685,singapore style fried rice egg,6520,1,1,0
24849,chicken manchurian gravy,5889,1,1,0
25130,schezwan egg fried rice,10704,1,1,0
25176,chicken hakka noodles,16179,1,1,0
25289,chicken manchurian,17988,1,1,0
25309,chicken manchurian noodle,9594,1,1,0
25349,steamed chicken momos,6288,1,1,0
25408,soyabean chunks masala maggi noodles egg,9346,1,1,0
25488,chicken schezwan dry,6502,1,1,0
25539,burnt garlic chicken fried rice,4400,1,1,0
25699,chicken lollypop family biryani,6695,1,1,0
25726,schezwan fish noodles,10707,1,1,0
25730,chicken triple schezwan rice,5998,1,1,0
25894,schezwan chicken noodles,10702,1,1,0
25965,schezwan egg  noodles,10703,1,1,0
26022,chicken tandoori schezwan,9632,1,1,0
26149,burnt garlic noodles chicken half,13332,1,1,0
26197,chicken singapore noodles,9618,1,1,0
26269,chicken burnt garlic fried rice,19537,1,1,0
26354,chicken manchurian rice,15929,1,1,0
26909,egg hakka noodle,9667,1,1,0
27101,chicken schezwan,5521,1,1,0
27307,ginger garlic chicken momos(8 pcs),13270,1,1,0
27431,fried - chicken momo,10548,1,1,0
27567,malaysian chicken noodles,3735,1,1,0
27582,fried chicken and prawn momos,6439,1,1,0
27791,burnt garlic prawns fried rice,9159,1,1,0
27976,chicken noodles,3549,1,1,0
28004,tripple schezwan rice non veg,5747,1,1,0
28566,chicken lollipop biryani,6269,1,1,0
28812,chicken manchow noodle,9591,1,1,0
29,veg fried rice,20777,1,0,0
38,crispy chilli potato,4651,1,0,0
168,schezwan vada pav,10068,1,0,0
269,veg chilli garlic noodles,4132,1,0,0
293,fried rice veg full,11742,1,0,0
373,mushroom fried rice,6524,1,0,0
510,crispy bhindi fry,3939,1,0,0
541,crispy chilli cheese veg haif,11419,1,0,0
733,hibatchi noodle,24415,1,0,0
784,triple schezwan rice veg,5884,1,0,0
811,veg combination schezwan,15891,1,0,0
818,extra schezwan,24716,1,0,0
950,veg fried rice,15890,1,0,0
1011,veg manchurian puff,12250,1,0,0
1110,veg manchurian balls,21258,1,0,0
1242,gobi noodles,6745,1,0,0
1246,schezwan mushroom fried rice,10714,1,0,0
1324,crispy potatoes with chili & spring onion,13340,1,0,0
1340,schezwan prawn fried rice,10718,1,0,0
1418,chilli garlic prawn noodles,9168,1,0,0
1576,fiery hot pan fried noodles (veg.),9305,1,0,0
1965,mushroom noodles,6473,1,0,0
2192,manchurian dry,9719,1,0,0
2206,crispy peri peri nachos,28634,1,0,0
2225,manchurian vegetable dumplings,13617,1,0,0
2227,veg dragon noodles,20798,1,0,0
2286,veg triple schezwan fried rice,21265,1,0,0
2321,schezwan cheese wedges,24647,1,0,0
2447,crispy veg,16174,1,0,0
2528,veg dragon noodles,20056,1,0,0
2585,babycorn manchurian,6441,1,0,0
2678,prawn hakka noodles,9188,1,0,0
2841,mutton schezwan,14160,1,0,0
2879,veg mushroom noodles,17895,1,0,0
2938,noodles doodles,8614,1,0,0
2946,chilli garlic noodles,3029,1,0,0
2970,cottage cheese schezwan sauce,864,1,0,0
3278,college wala hakka noodles,3131,1,0,0
3342,singapore noodles,9844,1,0,0
3373,veg manchurian n,28648,1,0,0
3514,pan fried noodle,9768,1,0,0
3518,veg hakka noodles,4195,1,0,0
3693,veg dragon noodles,21252,1,0,0
3712,veg manchurian noodles,15902,1,0,0
3932,prawn fried rice,10678,1,0,0
3968,shanghai noodle,9839,1,0,0
3969,veg cheesey schezwan maggi,3916,1,0,0
3975,mixed veg fried rice,6656,1,0,0
4125,add on fried momo's,3761,1,0,0
4131,schezwan with cheese maggi noodles veg,9342,1,0,0
4273,schezwan rice veg,13239,1,0,0
4286,mmanchurian dry,6588,1,0,0
4295,hakka noodles,5403,1,0,0
4446,tandoori lollipop n,28598,1,0,0
4488,fried momos (veg),5106,1,0,0
4537,crispy peanuts,4637,1,0,0
4581,crispy chilli baby corn,5420,1,0,0
4627,mix fried rice schezwan,9728,1,0,0
4774,veg triple schezwan fried rice,4598,1,0,0
4775,veg tandoori momos 5 pcs,9271,1,0,0
4797,shanghai rice/noodles,24529,1,0,0
4835,gobi manchurian,15953,1,0,0
4923,veg. momo 8 pcs,4512,1,0,0
5009,schezwan with cheese (veg.),9337,1,0,0
5125,veg manchurian gravy,25211,1,0,0
5149,signature schezwan,27517,1,0,0
5152,cottage cheese schezwan sauce,1331,1,0,0
5156,singapore style fried rice veg,5805,1,0,0
5174,fried noodles,21337,1,0,0
5201,burnt garlis noodles veg,12077,1,0,0
5319,burnt garlic fried rice veg,11404,1,0,0
5420,hakka noodle,9695,1,0,0
5579,veg schezwan noodles,9219,1,0,0
5628,manchurian noodles,3183,1,0,0
5914,schezwan veg fried rice,10720,1,0,0
6006,cottage cheese schezwan sauce,2041,1,0,0
6011,veg manchurian,5038,1,0,0
6069,cheese chilli garlic noodles,3135,1,0,0
6094,veg hakka noodles,21099,1,0,0
6214,gobi fried rice,6535,1,0,0
6236,veg. momo 5 pcs,9273,1,0,0
6405,shanghai veg fried rice,6627,1,0,0
6613,veg schezwan noodles,20780,1,0,0
6620,ginger garlic fried rice,9689,1,0,0
6753,crispy chilli cheese veg  full,11423,1,0,0
6757,mutton schezwan,10636,1,0,0
6798,pan tossed vegetable momos,10653,1,0,0
6876,veg manchurian balls,21103,1,0,0
7274,crispy lotus root chips tossed,11778,1,0,0
7528,veg schezwan noodles,15892,1,0,0
7626,veg mew green noodles,10775,1,0,0
7689,prawn fried rice,23595,1,0,0
7826,papanga - 2013 hair ties lollipop - small,4607,1,0,0
7926,pan fried momos,9326,1,0,0
7955,schezwan mushroom noodles,10715,1,0,0
8104,steamed - vegetable & cheese momo,10737,1,0,0
8310,manchow noodle,9717,1,0,0
8385,baby idli with manchurian,3270,1,0,0
8474,prawn butter tossed noodles in soy sauce and wine,26695,1,0,0
8690,shanghai noodles,9840,1,0,0
8733,burnt garlic noodles half,14115,1,0,0
8869,veg dragon noodles,20435,1,0,0
8951,pan fried   noodle veg-supr-sc,28013,1,0,0
9096,singaporean prawn noodles,9202,1,0,0
9199,schezwan rice chiken,11395,1,0,0
9280,pan tossed vegetable and cheese momos,10652,1,0,0
9365,veg. manchurian,5091,1,0,0
9443,veg schezwan with cheese maggi noodles,9353,1,0,0
9484,prawn burnt garlic fried rice,23604,1,0,0
9633,veg fiery hot pan fried noodles,4439,1,0,0
9670,crispy fried shrimp,8397,1,0,0
9699,veg schezwan fried rice n,28799,1,0,0
9709,prawn fried rice,10796,1,0,0
9712,schezwan cheese wedges,17523,1,0,0
9753,tangy honey noodles,12046,1,0,0
9771,veg fried rice,6453,1,0,0
10056,triple schezwan rice veg,11399,1,0,0
10115,triple schezwan rice,9886,1,0,0
10249,shanghai fried rice,10724,1,0,0
10455,singapore noodle,9843,1,0,0
10533,veg manchurian puff,15651,1,0,0
10628,veg pan fried noodles,10776,1,0,0
10653,veg burnt garlic noodles,5790,1,0,0
10777,veg schezwan noodles,20412,1,0,0
11096,veg fried rice,3991,1,0,0
11114,chilly garlic noodles,4973,1,0,0
11270,cottage cheese schezwan sauce,734,1,0,0
11318,cottage cheese schezwan sauce,1648,1,0,0
11389,veg.burnt garlic noodles,22443,1,0,0
11418,pan tossed - vegetable & cheese momo,10649,1,0,0
11509,veg thai curry/veg fried rice/drink 200 ml,6126,1,0,0
11795,veg. noodles,3514,1,0,0
11890,veg hakka noodles,21254,1,0,0
11978,manchurian dry (half),5333,1,0,0
12189,hong kong noodle,9698,1,0,0
12250,cottage cheese schezwan sauce,1041,1,0,0
12276,crispy baby potatoes,4966,1,0,0
12593,veg hakka noodles,16178,1,0,0
12649,veg korean fried rice,10770,1,0,0
12795,tandoori momos (veg),5102,1,0,0
12911,veg fried rice,11071,1,0,0
12922,reshmi momos,9832,1,0,0
13034,mushroom manchurian,6703,1,0,0
13163,manchurian dry (full),3148,1,0,0
13356,cheese hakka noodles,8259,1,0,0
13371,schezwan gobi fried rice,10708,1,0,0
13436,shanghai veg noodles,10725,1,0,0
13477,veg fried momos,5969,1,0,0
13500,fried rice veg half,13639,1,0,0
13536,hong kong noodles,9699,1,0,0
13546,manchurian hotdog,8265,1,0,0
13671,cheesy noodles,3968,1,0,0
13727,malaysian prawn noodles,9181,1,0,0
13884,shanghai fried rice,9838,1,0,0
13892,manchurian bites,3464,1,0,0
14113,schezwan rice veg,5868,1,0,0
14239,pudina tandoori momos (veg),5042,1,0,0
14256,mushroom fried rice,9733,1,0,0
14263,maggi noodles arrabiata,24422,1,0,0
14407,hakka noodles veg half,12343,1,0,0
14495,veg fried rice,10400,1,0,0
14602,veg indonesian fried rice,9213,1,0,0
14658,schezwan corn frankie,5225,1,0,0
14719,steamed momos,28555,1,0,0
14790,veg malaysian noodles,9216,1,0,0
14805,schezwan sauce,21336,1,0,0
15263,prawn noodles stir-fry in hoisin sauce,25384,1,0,0
15336,half chi. fried rice,16159,1,0,0
15368,hakka noodles,4775,1,0,0
15401,veg burnt garlic fried rice,3706,1,0,0
15442,1/2 phad thai noodles veg.,14170,1,0,0
15510,schezwan veg noodles,10721,1,0,0
15717,veg triple schezwan rice,15915,1,0,0
15821,steamed vegetable momos,6471,1,0,0
15830,prawn fried rice,9820,1,0,0
15950,chilli schezwan wedges,17531,1,0,0
15956,fried rice,5411,1,0,0
16066,ginger garlic fried rice,16641,1,0,0
16069,malai tandoori momos (veg),9716,1,0,0
16077,crispy or steamed wontons-veg.,12262,1,0,0
16121,tandoori aloo schezwan kitabi,9860,1,0,0
16159,mixed veg noodles,6810,1,0,0
16194,crispy butterly prawn,6822,1,0,0
16226,burnt garlic noodles,14132,1,0,0
16532,schezwan gravy momos (veg),9835,1,0,0
16691,veg dragon noodles,21097,1,0,0
16741,cottage cheese schezwan sauce,1363,1,0,0
16799,veg schezwan fried rice,21261,1,0,0
16819,sesame vegetable with manchurian sauce,3311,1,0,0
16864,vegetable noodles stir-fry in hoisin sauce,21637,1,0,0
16921,veg triple schezwan fried rice,20419,1,0,0
17063,crispyy chilly potatoes,6583,1,0,0
17136,veg goreng noodles,10767,1,0,0
17227,tandoori schezwan momos,9873,1,0,0
17252,veg schezwan noodles,21262,1,0,0
17271,tandoori reshmi momos,4959,1,0,0
17380,pan tossed - vegetable momo,10650,1,0,0
17418,steamed vegetable and cheese momos,6640,1,0,0
17465,manchurian  vegetable dumplings,11743,1,0,0
17579,burnt chilli veg fried rice,4294,1,0,0
17623,schezwan sauce,21335,1,0,0
17687,garlic noodles,5496,1,0,0
17737,cottage cheese schezwan sauce,1993,1,0,0
17776,veg fried rice,6368,1,0,0
17778,schezwan sauce,17545,1,0,0
18101,fried rice,4857,1,0,0
18102,schezwan gobi noodles,10709,1,0,0
18140,pan fried   noodle veg-soya half,13585,1,0,0
18559,triple fried rice/noodles,24533,1,0,0
18677,schezwan mixed veg fried rice,10712,1,0,0
19287,prawn manchurian,6775,1,0,0
19335,veg hong kong noodles,22891,1,0,0
19370,veg fried rice,25604,1,0,0
19721,three dips with crispy pita lavache,20232,1,0,0
19759,papanga - 1010 hair ties lollipop - big,4819,1,0,0
19822,schezwan,27522,1,0,0
19963,burnt chilli veg noodles,27980,1,0,0
20039,soyabean chunks masala maggi noodles veg,9347,1,0,0
20069,crispy veg,5676,1,0,0
20090,schezwan babycorn fried rice,10700,1,0,0
20187,manchurian noodle,9720,1,0,0
20435,veg fried rice,21253,1,0,0
20559,tandoori momos veg,28719,1,0,0
20641,veg crispy,24397,1,0,0
20687,schezwan hakka noodles,5566,1,0,0
20759,veg hakka noodles,20411,1,0,0
20896,veg singaporean noodles,9220,1,0,0
21080,prawn schezwan,10690,1,0,0
21187,baby corn manchurian sauce,3274,1,0,0
21204,schezwan rice,5491,1,0,0
21218,veg fried rice,20409,1,0,0
21273,veg singapore noodles,15898,1,0,0
21278,fried vegetable and cheese momos,10552,1,0,0
21293,manchurian,24403,1,0,0
21320,veg manchurian dry,14136,1,0,0
21488,veg manchurian balls,15939,1,0,0
21518,schezwan noodles,9836,1,0,0
21559,burnt garlic prawn noodles,4174,1,0,0
21608,veg triple schezwan fried rice,21113,1,0,0
21666,veg schezwan fried rice,21108,1,0,0
21722,mixed veg gravy in schezwan sauce,27539,1,0,0
21749,veg schezwan rice,15938,1,0,0
21760,veg schezwan fried rice,20410,1,0,0
21846,veg triple schezwan noodles,19846,1,0,0
21963,manchurian gravy,3181,1,0,0
21967,crispy cottage cheese burrito,2863,1,0,0
21996,schezwan fried rice,5412,1,0,0
22038,.cheesy noodles,6099,1,0,0
22214,tandoori chicekn momos zomato,9861,1,0,0
22443,fried rice veg full,11785,1,0,0
22488,veg schezwan noodles,21109,1,0,0
22606,babycorn fried rice,6799,1,0,0
22696,szechun noodle,9855,1,0,0
22732,schezwan prawn noodles,10719,1,0,0
22911,tandoori momos,9869,1,0,0
22931,vegetable manchurian,5476,1,0,0
23076,butter gravy momos (veg),4954,1,0,0
23165,mongolian noodle,9730,1,0,0
23274,steamed - vegetable momo,10738,1,0,0
23309,schezwan brown rice .,7362,1,0,0
23384,fried - vegetable & cheese momo,10549,1,0,0
23403,veg noodles,6290,1,0,0
23496,shezwan cheese noodles,8273,1,0,0
23601,veg triple schezwan fried rice,20785,1,0,0
23637,veg. burnt garlic fried rice,15249,1,0,0
23762,schezwan prawn noodles,9199,1,0,0
23768,veg pan fried noodles,10882,1,0,0
23769,veg manchurian balls,20866,1,0,0
23876,phad thai noodles veg.,13268,1,0,0
23878,fried vegetable momos,10553,1,0,0
23880,steam momo (veg),5041,1,0,0
23915,veg garlic noodles,15937,1,0,0
24049,extra schezwan sauce,15930,1,0,0
24338,crispy vegetables.,11017,1,0,0
24478,prawn noodles,10686,1,0,0
24569,manchurian and fried rice or noodles,9718,1,0,0
24575,veg noodles,5763,1,0,0
24691,singapore noodles n,28713,1,0,0
24762,cottage cheese schezwan sauce,4385,1,0,0
24766,extra fried noodles,15913,1,0,0
24782,gobi manchurian,6232,1,0,0
24893,crispy lovely corn,24402,1,0,0
24913,veg steamed momos,4194,1,0,0
25003,fried - vegetable momo,10550,1,0,0
25097,prawn schezwan,12114,1,0,0
25135,veg fried rice,21098,1,0,0
25143,veg manchurian balls,20513,1,0,0
25251,crispy vegetables,3089,1,0,0
25319,hakka noodles veg,11751,1,0,0
25395,schezwan veg fried rice,21750,1,0,0
25416,schezwan veg,15949,1,0,0
25445,crispy honey chilli potato,5677,1,0,0
25601,prawn noodles,12107,1,0,0
25607,veg manchurian,15894,1,0,0
25701,veg schezwan fried rice,9218,1,0,0
25818,steam momos,9848,1,0,0
25835,burnt garlic fried rice veg,5743,1,0,0
26283,veg schezwan fried rice,20778,1,0,0
26288,veg steamed momo (4 pieces),9221,1,0,0
26458,veg fried momos,9892,1,0,0
26575,vegetable burnt garlic fried rice,19703,1,0,0
26595,schezwan mixed veg noodles,10713,1,0,0
26646,stir fried udon noodles veg,13598,1,0,0
26649,manchurian cheese hotdog,3121,1,0,0
26697,fried noodles,21338,1,0,0
26797,shezwan noodles,3032,1,0,0
26867,veg hakka noodles,20779,1,0,0
27182,chilly garlic noodle,9648,1,0,0
27281,cottage cheese schezwan sauce,1634,1,0,0
27428,tandoori schezwan momos (veg),4764,1,0,0
27553,masala noodles,3104,1,0,0
27669,veg manchurian rice,16447,1,0,0
27682,vegetable manchurian,6397,1,0,0
27702,crispy potatoes with chillies,11748,1,0,0
27764,manchurian dry,21759,1,0,0
27836,cottage cheese schezwan sauce,693,1,0,0
27992,veg manchurian,5017,1,0,0
28035,crispy chilli baby corn,24393,1,0,0
28159,fried noodles with schezwan sauce,21339,1,0,0
28213,mushroom manchurian,21689,1,0,0
28519,vegetable butter tossed noodles in soy sauce and wine,21762,1,0,0
28530,manchurian dry,8313,1,0,0
28753,fried noodles with schezwan sauce,21340,1,0,0
28857,chilly gravy momos (veg),4809,1,0,0
28914,crispy fried basa filled,5098,1,0,0
64,kolhapuri chicken s/w,10300,2,1,0
679,prawns tikka ppp,22949,2,1,0
938,chicken tikka masala pie,15648,2,1,0
1499,chicken tikka,6766,2,1,0
2098,chicken tikka sub,16328,2,1,0
2851,chicken tikka masala pie,14111,2,1,0
3288,butter chicken fold paratha,22926,2,1,0
3708,achari fish tikka,10402,2,1,0
3725,chicken tikka roll,22163,2,1,0
3970,chicken tikka.,5553,2,1,0
4088,chicken tikka,28498,2,1,0
4588,chicken tikka lababdar,25128,2,1,0
4738,chicken kolhapuri,18484,2,1,0
4825,fish tikka,14301,2,1,0
5031,chicken tikka pahadi,15300,2,1,0
5465,"butter chicken, steam rice, 3 roti, dal, aachar, chaas & sweet",9543,2,1,0
5600,chicken reshmi tikka,14593,2,1,0
5620,chicken paratha,3670,2,1,0
5662,chef s special bbq chicken tikka,10918,2,1,0
5748,chicken tikka slider,5857,2,1,0
5916,irani fish tikka,6435,2,1,0
6048,chicken tikka s/w,21986,2,1,0
6759,"chicken tawa masala, steam rice, 3 roti, dal, aachar, chaas & sweet",9635,2,1,0
6919,fish koliwada 1000,9309,2,1,0
7190,chicken tikka s/w,21677,2,1,0
7219,chicken keema naan,10453,2,1,0
7352,chicken vada pav,9383,2,1,0
8167,chicken tikka masala,6488,2,1,0
8232,chicken malai tikka,15334,2,1,0
8362,scrambled eggs &amp; toasted bread,6036,2,1,0
8709,chicken tikka,5286,2,1,0
9357,chicken tikka masala,3335,2,1,0
9368,prawns tikka med,22985,2,1,0
9608,egg vada pav,9401,2,1,0
10582,fish haryali tikka,28289,2,1,0
10891,chicken chitpole tikka roll,21566,2,1,0
10902,chicken malai tikka,6649,2,1,0
11266,chicken pudina tikka,4812,2,1,0
11341,fish tikka,25372,2,1,0
11670,"chicken amritsari, steam rice, 3 roti, dal, aachar, chaas & sweet",9555,2,1,0
