,item_name,id,cuisine,type,sub_type
4483,peach iced tea,1681,5,0,2
4544,green tea,18828,5,0,2
4577,",green tea",7077,5,0,2
4578,classic lemon iced tea,944,5,0,2
4597,blueberry iced tea (swiggy),8457,5,0,2
4620,tea malaki,17754,5,0,2
4751,flavoured tea,9410,5,0,2
4757,ruspberry white tea,13659,5,0,2
4800,licorice tea medicional,2944,5,0,2
4814,peach passion iced tea,17750,5,0,2
4839,blueberry iced tea,25994,5,0,2
4915,green apple iced tea,25405,5,0,2
4916,indian basil and lemongrass ice tea,6795,5,0,2
4984,earl gray tea,24513,5,0,2
5059,classic lemon iced tea,680,5,0,2
5088,classic lemon iced tea,429,5,0,2
5120,lychee iced tea,28071,5,0,2
5127,peach iced tea,1241,5,0,2
5164,swiggy passion fruit iced tea,8361,5,0,2
5182,classic lemon iced tea,2024,5,0,2
5190,long island iced tea (cocktail)-cs,12292,5,0,2
5398,passion fruit iced tea,15375,5,0,2
5405,peach iced tea,26306,5,0,2
5409,peach passion iced tea,12590,5,0,2
5450,assam tea,23256,5,0,2
5470,passion fruit iced tea,25587,5,0,2
5481,lemon iced tea,20211,5,0,2
5494,lemon iced tea,25938,5,0,2
5502,green apple iced tea,26671,5,0,2
5531,flavoured ice tea,8999,5,0,2
5539,assam tea,16825,5,0,2
5560,lemon iced tea,14670,5,0,2
5710,green tea,5469,5,0,2
5788,masala flask tea,5453,5,0,2
5838,peach bubble ice tea,20341,5,0,2
5962,lemon iced tea,26115,5,0,2
6012,mango iced tea,24119,5,0,2
6064,lemon iced tea,17021,5,0,2
6124,strawberry ice tea (dine in),8674,5,0,2
6183,iced tea - lemon,17711,5,0,2
6306,passion fruit iced tea,27251,5,0,2
6326,green peach blended tea,24327,5,0,2
6327,mango tea,8605,5,0,2
6488,peach iced tea,1959,5,0,2
6603,lemon iced tea,18055,5,0,2
6618,licorice tea,13576,5,0,2
6681,mango saffron orange tea,20893,5,0,2
6709,buffet - hi tea / adult,16666,5,0,2
6747,passion fruit iced tea,18056,5,0,2
6827,strawberry iced tea,17359,5,0,2
6861,whisky teachers regular,11648,5,0,2
6874,green apple ice tea,22701,5,0,2
6896,peach iced tea,2350,5,0,2
6968,green tea,23921,5,0,2
6980,limon iced tea,3574,5,0,2
6991,whisky teachers regular,11612,5,0,2
7024,lemon iced tea,25631,5,0,2
7072,ginger kullad flask tea,6597,5,0,2
7091,detox tea,8093,5,0,2
7109,kulhad chai with varanasi toast,20453,5,0,2
7112,lemon honey green tea,2881,5,0,2
7141,lemon iced tea,26536,5,0,2
7155,green tea,4843,5,0,2
7172,darjeeling tea,17022,5,0,2
7209,peach passionfruit iced tea,25937,5,0,2
7234,iced tea - lemon,12479,5,0,2
7279,strawberry ice tea,21659,5,0,2
7316,",kullad chai",6891,5,0,2
7404,lemon ice tea,3431,5,0,2
7465,teaching teachers belgian,28642,5,0,2
7484,lemon iced tea (dine in),4406,5,0,2
7491,iced tea - passion fruit,14050,5,0,2
7552,long island iced tea,28202,5,0,2
7600,very berry iced tea,13381,5,0,2
7627,lemon iced tea,4438,5,0,2
7639,lemon black tea,2969,5,0,2
7653,peach iced tea,2008,5,0,2
7656,classic lemon iced tea,1942,5,0,2
7659,lemon iced tea,16947,5,0,2
7666,organic green tea,11927,5,0,2
7699,green apple ice tea,19061,5,0,2
7722,peach ice tea,28223,5,0,2
7727,classic lemon iced tea,2339,5,0,2
7770,peach iced tea,2520,5,0,2
7799,xmas i c e tea,13521,5,0,2
7901,lychee iced tea,28488,5,0,2
7989,classic lemon iced tea,1864,5,0,2
7991,green apple iced tea,16942,5,0,2
7997,basil tea,8034,5,0,2
8019,classic lemon iced tea,1871,5,0,2
8154,peach iced tea,19057,5,0,2
8198,peach ice tea,9986,5,0,2
8251,peach passion iced tea,15869,5,0,2
8260,peach iced tea,369,5,0,2
8262,classic lemon iced tea,1015,5,0,2
8353,classic lemon iced tea,1670,5,0,2
8398,peac ice tea,22324,5,0,2
8415,wet brush ps night floral teal,3248,5,0,2
8494,blueberry iced tea,3602,5,0,2
8508,classic lemon iced tea,866,5,0,2
8650,peach iced tea,1411,5,0,2
8676,chai,8906,5,0,2
8877,green apple iced tea,28320,5,0,2
8950,peach iced tea,1439,5,0,2
8985,classic lemon iced tea,368,5,0,2
8988,passion fruit iced tea,17016,5,0,2
9007,mango iced tea,15171,5,0,2
9037,iced teas: apple.lime.peach gi,11791,5,0,2
9052,peach iced tea,2447,5,0,2
9067,iced tea peach,20641,5,0,2
9079,peach iced tea,1283,5,0,2
9092,english breakfast tea,4600,5,0,2
9152,opera gateau,14114,5,0,2
9256,lemon ice tea,2928,5,0,2
9269,peach iced tea,15172,5,0,2
9313,masala chai,3018,5,0,2
9324,peach ice tea,6134,5,0,2
9376,strawberry ice tea,6222,5,0,2
9402,herbal lemon grass pure tea,3342,5,0,2
9419,veg shwarma with ice tea,9152,5,0,2
9464,",green tea",6983,5,0,2
9487,matcha tea & key lime cake,11670,5,0,2
9516,very berry iced tea,16604,5,0,2
9553,lemon iced tea (swiggy),8597,5,0,2
9586,strawberry ice tea (swiggy),8675,5,0,2
9635,green tea,20212,5,0,2
9725,passion fruit iced tea,16634,5,0,2
9738,strawberry iced tea,24116,5,0,2
9763,saunf tulsi kullad tea,3241,5,0,2
9769,iced tea - lemon,14049,5,0,2
9833,hot lemon tea,24994,5,0,2
9839,lemon iced tea,16031,5,0,2
9868,iced tea - passion fruit,12550,5,0,2
9899,lemon iced tea,13446,5,0,2
9921,blueberry iced tea,15170,5,0,2
9954,peach iced tea,1845,5,0,2
10004,passion fruit iced tea,26699,5,0,2
10066,lemon grass tea (for 1),28919,5,0,2
10359,masala chai,10307,5,0,2
10394,kulhad chai,20887,5,0,2
10403,iced tea,16003,5,0,2
10450,lemon iced tea,23929,5,0,2
10463,lemon iced tea,24121,5,0,2
10480,classic lemon iced tea,1958,5,0,2
10498,blueberry iced tea,17017,5,0,2
10575,strawberry ice tea,4654,5,0,2
10603,ice tea,11440,5,0,2
10676,peac ice tea,22325,5,0,2
10680,sp ice tea,7977,5,0,2
10715,tea malaki,14093,5,0,2
10716,classic lemon iced tea,4178,5,0,2
10765,peach iced tea,875,5,0,2
10789,strawberry ice tea,5398,5,0,2
10835,mango saffron orange tea,20698,5,0,2
10882,classic lemon iced tea,749,5,0,2
10939,peach iced tea,952,5,0,2
10996,classic lemon iced tea,2202,5,0,2
10999,peach iced tea,25197,5,0,2
11104,green tea,18242,5,0,2
11203,swiggy peach iced tea,8362,5,0,2
11275,lemon ice tea,20823,5,0,2
11311,assam tea,27246,5,0,2
11813,green tea,2943,5,0,2
11837,classic lemon iced tea,2242,5,0,2
11882,mint tea,24512,5,0,2
11912,lemon ice tea,22299,5,0,2
11997,ice tea,5711,5,0,2
12016,green tea,15274,5,0,2
12195,peach iced tea,24956,5,0,2
12198,peach iced tea,2065,5,0,2
12228,passion fruit iced tea,19088,5,0,2
12261,classic lemon iced tea,2015,5,0,2
12337,peach iced tea,24122,5,0,2
12357,blueberry iced tea,24120,5,0,2
12428,lemon iced tea,17363,5,0,2
12455,classic lemon iced tea,2684,5,0,2
12539,mint tea,8154,5,0,2
12589,ginger kulllad tea,2880,5,0,2
12591,classic lemon iced tea,1653,5,0,2
12673,coffee mix kullad tea,3288,5,0,2
12726,peach iced tea,780,5,0,2
12785,lemon mint iced tea,21656,5,0,2
12927,green tea,17024,5,0,2
12945,peach passion iced tea,16571,5,0,2
12951,peach ice tea,6356,5,0,2
12984,classic lemon iced tea,1103,5,0,2
13018,dargelling tea,8761,5,0,2
13108,strawberry iced tea,15168,5,0,2
13111,peach iced tea,1696,5,0,2
13136,cinnamon black tea,12312,5,0,2
13307,assam tea,5994,5,0,2
13324,passion fruit iced tea,16945,5,0,2
13400,camomile tea,3002,5,0,2
13533,blueberry iced tea,26768,5,0,2
13562,peach iced tea,22879,5,0,2
13582,peach passion iced tea,13221,5,0,2
13628,iced tea - passion fruit,12478,5,0,2
13846,cheese tease,4345,5,0,2
13885,blueberry iced tea,18141,5,0,2
13921,classic lemon iced tea,1173,5,0,2
13995,elaychi chai,3424,5,0,2
14037,lemon iced tea,16081,5,0,2
14039,ice tea,24564,5,0,2
14098,english breakfast tea,10107,5,0,2
14211,blueberry iced tea,21452,5,0,2
14236,mint ice tea,8153,5,0,2
14374,adrak chai,3671,5,0,2
14382,assam tea,17356,5,0,2
14599,strawberry ice tea,22302,5,0,2
14600,assam tea,24113,5,0,2
14634,lemon ice tea,24706,5,0,2
14648,mango iced tea,17018,5,0,2
14721,masala tea,4606,5,0,2
14804,iced tea,7758,5,0,2
14846,ice tea,10566,5,0,2
14892,flavoured tea,23257,5,0,2
14949,green tea,24115,5,0,2
15085,passion fruit iced tea,19792,5,0,2
15152,assam tea,17023,5,0,2
15239,classic lemon iced tea,1800,5,0,2
15311,peach iced tea,1763,5,0,2
15313,lemon iced tea,28276,5,0,2
15663,iced teas (mocktail),26267,5,0,2
15682,blue island peach tea,9362,5,0,2
15706,peach iced tea,2568,5,0,2
15755,peach iced tea,1579,5,0,2
15797,peach iced tea,649,5,0,2
15803,masala chai,22351,5,0,2
15860,green apple iced tea,25428,5,0,2
15878,cocktail-long island ice tea(wb),26784,5,0,2
15883,chatkara  kullad tea,2970,5,0,2
16062,peach iced tea,1777,5,0,2
16075,extra charge ice tea,8987,5,0,2
16110,peach ice tea,28277,5,0,2
16192,classic lemon iced tea,453,5,0,2
16232,bite it special basil tea,12139,5,0,2
16270,peach iced tea,1850,5,0,2
16343,ginger celery leaf tea,6521,5,0,2
16434,peach iced tea,1282,5,0,2
16462,lemon ice tea,21706,5,0,2
16507,lemon ice tea,9430,5,0,2
16513,flavoured tea,11164,5,0,2
16615,classic lemon iced tea,2411,5,0,2
16721,peach iced tea,1669,5,0,2
16786,lemon ice tea,6382,5,0,2
16794,opi - nlb54 - teal the cows come home - 15 ml,5374,5,0,2
16806,lemon iced tea,28731,5,0,2
16823,peach iced tea,13451,5,0,2
16866,whisky teachers regular,11618,5,0,2
16953,kokum ice tea,6796,5,0,2
16964,green tea,27248,5,0,2
17002,passion fruit iced tea,17358,5,0,2
17088,peach iced tea,1977,5,0,2
17207,masala kullad tea,2883,5,0,2
17414,peach iced tea,28815,5,0,2
17508,lipton lemon ice tea,28547,5,0,2
17633,darjeeling tea,26118,5,0,2
17698,classic lemon iced tea,2428,5,0,2
17710,darjeeling tea,15177,5,0,2
17842,peach iced tea,3798,5,0,2
17900,peach iced tea,1533,5,0,2
17927,cocktail-long island ice tea-pitcher(btw),24328,5,0,2
17996,tea malaki,12594,5,0,2
18006,.kullad chai,7201,5,0,2
18016,peach iced tea,2453,5,0,2
18106,classic lemon iced tea,1113,5,0,2
18121,classic lemon iced tea,2584,5,0,2
18317,classic lemon iced tea,2553,5,0,2
18360,peach passion fruit tea,20462,5,0,2
18390,classic lemon iced tea,2264,5,0,2
18403,green apple iced tea,26689,5,0,2
18413,whisky teachers regular,11628,5,0,2
18414,peach iced tea,2662,5,0,2
18528,peach iced tea,375,5,0,2
18542,elaichi chai,14182,5,0,2
18552,peach passion fruit tea,21210,5,0,2
18626,blueberry iced tea (dine in),4419,5,0,2
18633,whisky teachers regular,11640,5,0,2
18643,peach bubble iced tea,20342,5,0,2
18699,green apple iced tea,17360,5,0,2
18705,mango iced tea,23925,5,0,2
18747,peach ice tea,8183,5,0,2
18748,very berry iced tea,18319,5,0,2
18790,lemon iced tea,18121,5,0,2
18793,rainbow gateau 1 kg,23614,5,0,2
18901,green tea,6090,5,0,2
18908,peach iced tea,1631,5,0,2
18918,peach iced tea,23928,5,0,2
18939,peach iced tea,25167,5,0,2
18996,chicken shwarma with ice tea,8947,5,0,2
19061,raspberry ice tea,10031,5,0,2
19107,jaismine flavor tea,4380,5,0,2
19108,darjeeling tea,17355,5,0,2
19132,lemon ice tea,4475,5,0,2
19163,iced tea - passion fruit,13181,5,0,2
19222,green tea,21650,5,0,2
19289,extra tea / coffee,26747,5,0,2
19326,teachers,28256,5,0,2
19421,black  tea,28633,5,0,2
19428,lemon honey ice tea,2949,5,0,2
19528,green tea,20643,5,0,2
19543,iced tea - lemon,13182,5,0,2
19638,passion fruit iced tea,13421,5,0,2
19647,passion fruit iced tea,18443,5,0,2
19678,strawberry green tea,4375,5,0,2
19799,kullad wali chai,7794,5,0,2
19864,green tea - inactive,8119,5,0,2
19869,lemon tea,2567,5,0,2
20009,strawberry ripple iced tea,25270,5,0,2
20070,lemon iced tea,16120,5,0,2
20073,lemon masala tea,3466,5,0,2
20134,english brckfast tea,6150,5,0,2
20139,whisky teachers regular,11529,5,0,2
20159,peach iced tea,2638,5,0,2
20163,kulhad chai,20996,5,0,2
20166,green tea,22710,5,0,2
20175,classic lemon iced tea,650,5,0,2
20207,peach iced tea,2614,5,0,2
20318,very berry iced tea,17855,5,0,2
20419,passion fruit iced tea,18351,5,0,2
20446,adrak chai,6685,5,0,2
20551,green apple iced tea,23696,5,0,2
20593,darjeeling tea,16826,5,0,2
20648,flavoured tea,11158,5,0,2
20801,chamomile tea,8740,5,0,2
20819,combo club sand with fla ice tea,8975,5,0,2
20821,kulhad chai,20534,5,0,2
20845,regular green tea,2924,5,0,2
20895,iced teas: apple.lime.peach gi,11793,5,0,2
20898,blueberry iced tea,27249,5,0,2
20909,peach iced tea,24069,5,0,2
20920,lemon iced tea,25595,5,0,2
20962,classic lemon iced tea,413,5,0,2
20973,peach iced tea,1714,5,0,2
21002,mango saffron orange tea,21004,5,0,2
21032,lemon iced tea,28077,5,0,2
21262,peach iced tea,461,5,0,2
21302,teaching teachers pancake,26859,5,0,2
21369,strawberry iced tea,23924,5,0,2
21383,green tea,23254,5,0,2
21422,peach iced tea,947,5,0,2
21501,kullad chai,6186,5,0,2
21516,peach iced tea,2203,5,0,2
21567,peach iced tea,532,5,0,2
21575,assorted green tea,8428,5,0,2
21585,sand wd icetea,9111,5,0,2
21703,lemon iced tea,25156,5,0,2
21775,lemon ice tea,20461,5,0,2
21806,lemon mint iced tea,6217,5,0,2
21829,green tea,17357,5,0,2
21869,very berry iced tea,16121,5,0,2
21914,lemon black orthodox tea,13548,5,0,2
21933,.green tea,7192,5,0,2
21992,tea malaki,12522,5,0,2
21998,peach iced tea,2585,5,0,2
22083,lemon iced tea,25004,5,0,2
22162,peach iced tea,26160,5,0,2
22258,passion fruit iced tea,23923,5,0,2
22318,strawberry ice tea,6771,5,0,2
22366,lemon ice tea,3481,5,0,2
22379,classic lemon iced tea,1982,5,0,2
22388,clove ginger green tea,4421,5,0,2
22439,rm tea bags,22406,5,0,2
22472,regular black tea,4937,5,0,2
22489,peach iced tea,2488,5,0,2
22572,peach iced tea,737,5,0,2
22665,opera gateau,16168,5,0,2
23023,peach passion iced tea,12518,5,0,2
23067,cardamom tea,3684,5,0,2
23101,green tea,21738,5,0,2
23125,peach passion iced tea,15817,5,0,2
23146,ice tea - inactive,8125,5,0,2
23195,iced tea lemon,20642,5,0,2
23217,adrak elaychi chai,3449,5,0,2
23291,peach iced tea,1453,5,0,2
23300,peach iced tea,1430,5,0,2
23398,lemon ice tea,10842,5,0,2
23418,classic lemon iced tea,2502,5,0,2
23432,ice tea,11383,5,0,2
23484,strawberry iced tea,16943,5,0,2
23522,mango iced tea,28874,5,0,2
23605,peach iced tea,2417,5,0,2
23629,mango iced tea,16946,5,0,2
23657,cardamom fragrance kullad tea,2908,5,0,2
23858,ginger flask tea,6714,5,0,2
23871,peach apricot flavoured green tea,3346,5,0,2
23883,peach iced tea,1936,5,0,2
23925,green tea,13460,5,0,2
23966,lemon grass chai,10912,5,0,2
24027,classic lemon iced tea,2303,5,0,2
24085,chai,10183,5,0,2
24105,peach iced tea,1212,5,0,2
24118,peach iced tea,1787,5,0,2
24130,iced tea (peach / lemon),20672,5,0,2
24233,teaching teachers ww,26857,5,0,2
24282,ice tea,9018,5,0,2
24321,classic lemon iced tea,1184,5,0,2
24391,staff tea,9487,5,0,2
24406,signature iced tea,21852,5,0,2
24428,green tea,6020,5,0,2
24502,whisky teachers 50 yrs,12272,5,0,2
24529,flowery tea,5526,5,0,2
24536,green tea in bluberry flavour,2998,5,0,2
24621,matcha tea & key lime cake,11692,5,0,2
24755,blueberry iced tea,17361,5,0,2
24800,peach iced tea,2683,5,0,2
24805,lemon ice tea,27409,5,0,2
24821,kullad chai,3919,5,0,2
24825,peach iced tea,4452,5,0,2
24886,peach ice tea,3333,5,0,2
24917,classic lemon iced tea,499,5,0,2
24943,classic lemon iced tea,1862,5,0,2
24951,raspberry ice tea,22700,5,0,2
24975,kulhad chai with varanasi toast,20816,5,0,2
25000,lemon ice tea,9977,5,0,2
25013,masala chai,4250,5,0,2
25031,classic lemon iced tea,984,5,0,2
25038,peach iced tea,25972,5,0,2
25050,darjeeling tea,2831,5,0,2
25079,peach iced tea (swiggy),8629,5,0,2
25137,green apple iced tea,25422,5,0,2
25200,lavender iced tea,8312,5,0,2
25279,",,green tea",4977,5,0,2
25306,classic lemon iced tea,2478,5,0,2
25417,ginger tea,23251,5,0,2
25437,tea malaki,13225,5,0,2
25441,fruity tea,8115,5,0,2
25461,black tea,8893,5,0,2
25498,passion fruit iced tea,16347,5,0,2
25541,apple tea cooler -cs,13589,5,0,2
25616,flavoured tea,2818,5,0,2
25639,lemon iced tea,27392,5,0,2
25707,lemon ice tea fizzy,21172,5,0,2
25817,peach iced tea,17364,5,0,2
25881,classic lemon iced tea,946,5,0,2
25935,peach iced tea,2516,5,0,2
25966,peach iced tea,1129,5,0,2
26097,green apple iced tea,25061,5,0,2
26111,lemon iced tea,26686,5,0,2
26123,zaffran chai,12061,5,0,2
26143,kulhad chai,21169,5,0,2
26221,iced tea - passion fruit,15413,5,0,2
26258,lemon ice tea fizzy,20998,5,0,2
26367,peach iced tea,1520,5,0,2
26371,masala chai,11028,5,0,2
26419,classic lemon iced tea,1510,5,0,2
26436,peach iced tea,442,5,0,2
26451,passion fruit iced tea,26122,5,0,2
26484,peach iced tea,16948,5,0,2
26496,peach iced tea,28317,5,0,2
26591,passion fruit iced tea,6162,5,0,2
26776,mango iced tea,27252,5,0,2
26809,darjeeling tea,24114,5,0,2
26830,green tea,7746,5,0,2
26832,peach passion fruit tea,20824,5,0,2
26885,peach iced tea,868,5,0,2
26886,peach iced tea,1991,5,0,2
26888,rosehurb green tea,3616,5,0,2
26938,liquorice with ginger kullad tea,3764,5,0,2
26942,green apple iced tea,24117,5,0,2
26969,peach iced tea,1263,5,0,2
26980,ginger tea,9006,5,0,2
26999,swiggy lemon iced tea,8351,5,0,2
27023,chai biscuit,4686,5,0,2
27041,signature iced tea,21853,5,0,2
27043,tea..,5590,5,0,2
27108,peach iced tea,19401,5,0,2
27285,peach ice tea,23287,5,0,2
27343,peach iced tea,1333,5,0,2
27359,peach iced tea,1232,5,0,2
27378,swiggy raspberry iced tea,8371,5,0,2
27418,green tea,9007,5,0,2
27432,assam tea,23922,5,0,2
27447,strawberry iced tea,26700,5,0,2
27452,lemon ice tea,17506,5,0,2
27502,green tea,7312,5,0,2
27508,peach iced tea,2587,5,0,2
27519,green apple ice tea,18819,5,0,2
27566,classic lemon iced tea,698,5,0,2
27612,peach iced tea,1805,5,0,2
27642,mango iced tea,17362,5,0,2
27643,passion fruit iced tea,19258,5,0,2
27646,lemon iced tea,4561,5,0,2
27753,peach ice tea fizzy,21341,5,0,2
27757,clove cardamom kullad tea,2936,5,0,2
27863,cardamom fragrance kullad flask tea,6201,5,0,2
27874,strawberry iced tea,17019,5,0,2
27987,long island iced tea (cocktail),12217,5,0,2
28102,mint tea,3679,5,0,2
28142,passion fruit iced tea,15169,5,0,2
28163,blueberry iced tea,25360,5,0,2
28205,green apple ice tea,14897,5,0,2
28258,darjeeling tea,27247,5,0,2
28286,peach ice tea,22301,5,0,2
28317,classic lemon iced tea,1433,5,0,2
28354,classic lemon iced tea,938,5,0,2
28364,passion fruit iced tea,16056,5,0,2
28376,peach iced tea,25019,5,0,2
28411,peach iced tea,2098,5,0,2
28430,teaching teachers belgian,26854,5,0,2
28451,green apple ice tea,6626,5,0,2
28455,peached iced tea,20210,5,0,2
28557,passion fruit iced tea,24118,5,0,2
28578,masala  kullad flask tea,4549,5,0,2
28744,long island ice tea,28201,5,0,2
28776,teaching teachers mini pancakes,26860,5,0,2
28784,strawberry iced tea,27250,5,0,2
28869,peach iced tea,888,5,0,2
28883,peach ice tea fizzy,21342,5,0,2
28885,english tea,22420,5,0,2
19,espresso / cappuccino,11435,5,0,3
146,fresh espresso small,18756,5,0,3
219,frappe (served cold),18117,5,0,3
318,coffee waffwich,24292,5,0,3
324,coffee cup,22634,5,0,3
348,chocolate frappe,1568,5,0,3
425,iced latte black,25807,5,0,3
450,coffee arabica,22195,5,0,3
617,cold coffee with ice cr eam,8081,5,0,3
666,cold coffee,5134,5,0,3
768,cafe latte,21671,5,0,3
773,cappucino,18378,5,0,3
796,espresso,17292,5,0,3
879,cold coffee,26342,5,0,3
882,cappuccino coffee small,26729,5,0,3
924,salted caramel cold coffee,14902,5,0,3
968,mocha frappe lg,22332,5,0,3
990,white chocolate frappe,1163,5,0,3
991,fresh espresso small,14834,5,0,3
1012,hazelnut latte,6367,5,0,3
1054,mocha frappe reg,22331,5,0,3
1101,cafe latte,23606,5,0,3
1140,espresso,26744,5,0,3
1177,cafe frappe,20199,5,0,3
1192,coffee waffwich,15028,5,0,3
1238,cappucino,20135,5,0,3
1278,cold coffee - salted caramel,12481,5,0,3
1315,coffee (black / white),8970,5,0,3
1316,dark cold coffee,5252,5,0,3
1317,latte (regular),2184,5,0,3
1371,coffee waffwich,14950,5,0,3
1381,cafe latte,11356,5,0,3
1437,coffee belgian,26297,5,0,3
1457,espresso shot 30 ml,771,5,0,3
1528,hazel frappe,25014,5,0,3
1534,tiramisu frappe,1386,5,0,3
1536,chocolate frappe,1823,5,0,3
1537,cold coffee,17483,5,0,3
1546,coffee waffwich,27333,5,0,3
1591,madrid espresso mocha,21802,5,0,3
1593,mexican  coffee,14112,5,0,3
1615,chocolate frappe,1546,5,0,3
1616,mocha frappe,25212,5,0,3
1647,cafe frappe,25281,5,0,3
1668,espresso,25503,5,0,3
1739,latte coffee large,12714,5,0,3
1741,choco frappe,27712,5,0,3
1779,cold coffee,18672,5,0,3
1809,coffee puffle,17178,5,0,3
1818,white chocolate frappe,1680,5,0,3
1944,cafe latte,17294,5,0,3
1947,white chocolate frappe,2244,5,0,3
1974,fresh espresso medium,14838,5,0,3
1994,bombon coffee hot,12846,5,0,3
2002,hot coffee,5334,5,0,3
2003,chocolate frappe,1771,5,0,3
2008,tiramisu frappe,2755,5,0,3
2093,espresso,17893,5,0,3
2108,coffee,11132,5,0,3
2173,nutella coffee cold,13125,5,0,3
2185,vanilla frappe,746,5,0,3
2198,cold coffee,3237,5,0,3
2207,cappucino liitle app,8391,5,0,3
2218,hot coffee - caramel,13187,5,0,3
2245,cold coffee with ice cream regular,21839,5,0,3
2251,cold coffee - regular,14051,5,0,3
2298,cafe frappe,23916,5,0,3
2327,cold coffee,4833,5,0,3
2379,caramel latte,10179,5,0,3
2415,cappucino,21436,5,0,3
2464,coffee cup,18753,5,0,3
2519,black coffee,22120,5,0,3
2586,coffee..,12120,5,0,3
2601,cafe latte,25717,5,0,3
2730,cafe latte,16894,5,0,3
2745,espresso shot 30 ml,2664,5,0,3
2795,vanilla frappe,1758,5,0,3
2801,cappucino,18459,5,0,3
2813,iced latte with flavour,25719,5,0,3
2854,cold coffee - salted caramel,14052,5,0,3
2920,caramel coffee cold,28881,5,0,3
2935,butterscttoch frappe,6062,5,0,3
2947,tiramisu frappe,1182,5,0,3
2956,coffee waffwich,16839,5,0,3
3048,vanilla frappe,2308,5,0,3
3083,coffee wafee,14480,5,0,3
3097,chocolate frappe,2101,5,0,3
3221,butterscotch frappe,28329,5,0,3
3258,coffee arabica 9,22035,5,0,3
3280,cafe latte,26211,5,0,3
3324,classic coffee rush,22803,5,0,3
3438,black coffee,22119,5,0,3
3440,espresso (double shots),8767,5,0,3
3542,chocolate frappe,1070,5,0,3
3549,cafe mocha coffee cold,12719,5,0,3
3555,cafe latte,23914,5,0,3
3576,j.cold coffee,7768,5,0,3
3581,vanila latte,10143,5,0,3
3596,choco frappe lg,22327,5,0,3
3627,cappuccino coffee cold,27542,5,0,3
3655,chocolate cold coffee,6731,5,0,3
3670,cold coffee,3930,5,0,3
3715,coffee belgian,21446,5,0,3
3724,the irish frappe,26250,5,0,3
3744,nutella coffee hot,13128,5,0,3
3757,espresso shot 30 ml,4319,5,0,3
3839,iced latte,27129,5,0,3
3844,chocolate frappe,1729,5,0,3
3919,choco frappe,21584,5,0,3
3986,cappucino,19569,5,0,3
4012,roasted hazelnut cold coffee,22705,5,0,3
4022,espresso coffee,8552,5,0,3
4044,chocolate frappe,2617,5,0,3
4070,cappuccino coffee cold,13002,5,0,3
4096,vanilla frappe,1064,5,0,3
4100,coffee belgian,25641,5,0,3
4143,chocolate frappe,2014,5,0,3
4232,iced espresso (double shots),8790,5,0,3
4246,chocolate frappe,1841,5,0,3
4256,cold coffee,2903,5,0,3
4264,coffee belgian,15280,5,0,3
4347,classic cold coffee,3412,5,0,3
4351,espresso shot 30 ml,1773,5,0,3
4384,frappe,26745,5,0,3
4423,combo rs 300(on toast/plain pancake with maple syrup/cappucino),8755,5,0,3
4574,hot coffee - caramel,14054,5,0,3
4604,vanilla frappe,21675,5,0,3
4607,hazelnut latte,6457,5,0,3
4690,white chocolate frappe,1220,5,0,3
4693,espresso,16204,5,0,3
4700,spanish latte,21831,5,0,3
4811,tiramisu frappe,2377,5,0,3
4828,cafe frappe,17295,5,0,3
4850,chocolate frappe,1918,5,0,3
4866,chocolate frappe,530,5,0,3
4967,white chocolate frappe,1185,5,0,3
5042,tiramisu frappe,2528,5,0,3
5146,cold coffee,18002,5,0,3
5157,caramel coffee cold,12845,5,0,3
5163,latte (vanilla),409,5,0,3
5192,espresso shot 30 ml,1590,5,0,3
5254,cafe coffee,27455,5,0,3
5375,cold coffee,5494,5,0,3
5413,fresh espresso medium,18760,5,0,3
5540,cold coffee,24690,5,0,3
5572,cafelatte,2850,5,0,3
5590,whipped mocha caramel latte,21832,5,0,3
5617,espresso,23671,5,0,3
5802,irish latte,10118,5,0,3
5821,chocolate cold coffee,24689,5,0,3
5824,coffee,13593,5,0,3
5833,coffee cassata,24597,5,0,3
5847,chocolate frappe,479,5,0,3
5850,espresso,23912,5,0,3
5886,coffee puffle,17106,5,0,3
5888,tiramisu frappe,1563,5,0,3
5959,hot coffee - caramel,12484,5,0,3
6103,classic cold coffee,6702,5,0,3
6216,coffee belgian,23887,5,0,3
6267,cafe latte,27229,5,0,3
6395,espresso,16707,5,0,3
6419,coffee wafee,13165,5,0,3
6513,chocolatte,24457,5,0,3
6549,espresso,24946,5,0,3
6579,tiramshu cold coffee,6835,5,0,3
6582,cafe frappe,26058,5,0,3
6741,espresso shot 30 ml,1654,5,0,3
6811,cappucino,17164,5,0,3
6842,coffee belgian,15279,5,0,3
6863,chocolate frappe,1531,5,0,3
6963,iced latte large,21849,5,0,3
6967,cappuccino  coffee small,12713,5,0,3
6982,chocolate frappe,870,5,0,3
7010,tiramisu frappe,2374,5,0,3
7021,iced latte,23919,5,0,3
7049,ice latte flavour,10290,5,0,3
7079,cafe latte,24257,5,0,3
7100,",,cold coffee",7455,5,0,3
7117,coffee,5560,5,0,3
7153,hazelnut latte,1194,5,0,3
7182,chocolate frappe,2591,5,0,3
7227,classic frappe,24924,5,0,3
7287,chocolate frappe,4114,5,0,3
7293,orange coffee juice,8169,5,0,3
7336,cold coffee - regular,14307,5,0,3
7395,the irish frappe,28291,5,0,3
7413,cappucino,13455,5,0,3
7445,santa oreo frappe,5267,5,0,3
